Population,Type,Individual,Cluster,Ancestry
CLM,Admixed Population,496,K2,0.567491
CLM,Admixed Population,496,K3,0.042623
CLM,Admixed Population,497,K1,0.388007
CLM,Admixed Population,497,K2,0.499638
CLM,Admixed Population,497,K3,0.112355
CLM,Admixed Population,498,K1,0.383336
CLM,Admixed Population,498,K2,0.589556
CLM,Admixed Population,498,K3,0.027108
CLM,Admixed Population,499,K1,0.380073
CLM,Admixed Population,499,K2,0.589545
CLM,Admixed Population,499,K3,0.030382
CLM,Admixed Population,500,K1,0.379499
CLM,Admixed Population,500,K2,0.44163
CLM,Admixed Population,500,K3,0.178872
CLM,Admixed Population,501,K1,0.377826
CLM,Admixed Population,501,K2,0.555959
CLM,Admixed Population,501,K3,0.066215
CLM,Admixed Population,502,K1,0.36456
CLM,Admixed Population,502,K2,0.599198
CLM,Admixed Population,502,K3,0.036242
CLM,Admixed Population,503,K1,0.36109
CLM,Admixed Population,503,K2,0.401411
CLM,Admixed Population,503,K3,0.2375
CLM,Admixed Population,504,K1,0.357608
CLM,Admixed Population,504,K2,0.605752
CLM,Admixed Population,504,K3,0.03664
CLM,Admixed Population,505,K1,0.356332
CLM,Admixed Population,505,K2,0.643658
CLM,Admixed Population,505,K3,1e-05
CLM,Admixed Population,506,K1,0.347067
CLM,Admixed Population,506,K2,0.652923
CLM,Admixed Population,506,K3,1e-05
CLM,Admixed Population,507,K1,0.343606
CLM,Admixed Population,507,K2,0.616389
CLM,Admixed Population,507,K3,0.040005
CLM,Admixed Population,508,K1,0.340798
CLM,Admixed Population,508,K2,0.648355
CLM,Admixed Population,508,K3,0.010847
CLM,Admixed Population,509,K1,0.336138
CLM,Admixed Population,509,K2,0.576117
CLM,Admixed Population,509,K3,0.087746
CLM,Admixed Population,510,K1,0.332938
CLM,Admixed Population,510,K2,0.653878
CLM,Admixed Population,510,K3,0.013184
CLM,Admixed Population,511,K1,0.330458
CLM,Admixed Population,511,K2,0.592916
CLM,Admixed Population,511,K3,0.076626
CLM,Admixed Population,512,K1,0.328885
CLM,Admixed Population,512,K2,0.379768
CLM,Admixed Population,512,K3,0.291346
CLM,Admixed Population,513,K1,0.326016
CLM,Admixed Population,513,K2,0.673974
CLM,Admixed Population,513,K3,1e-05
CLM,Admixed Population,514,K1,0.316239
CLM,Admixed Population,514,K2,0.65885
CLM,Admixed Population,514,K3,0.024911
CLM,Admixed Population,515,K1,0.314186
CLM,Admixed Population,515,K2,0.614687
CLM,Admixed Population,515,K3,0.071127
CLM,Admixed Population,516,K1,0.310971
CLM,Admixed Population,516,K2,0.505961
CLM,Admixed Population,516,K3,0.183068
CLM,Admixed Population,517,K1,0.309714
CLM,Admixed Population,517,K2,0.596066
CLM,Admixed Population,517,K3,0.09422
CLM,Admixed Population,518,K1,0.305598
CLM,Admixed Population,518,K2,0.666009
CLM,Admixed Population,518,K3,0.028393
CLM,Admixed Population,519,K1,0.304004
CLM,Admixed Population,519,K2,0.517495
CLM,Admixed Population,519,K3,0.178501
CLM,Admixed Population,520,K1,0.302633
CLM,Admixed Population,520,K2,0.653749
CLM,Admixed Population,520,K3,0.043619
CLM,Admixed Population,521,K1,0.301361
CLM,Admixed Population,521,K2,0.561835
CLM,Admixed Population,521,K3,0.136804
CLM,Admixed Population,522,K1,0.298989
CLM,Admixed Population,522,K2,0.540779
CLM,Admixed Population,522,K3,0.160233
CLM,Admixed Population,523,K1,0.298843
CLM,Admixed Population,523,K2,0.576285
CLM,Admixed Population,523,K3,0.124872
CLM,Admixed Population,524,K1,0.296959
CLM,Admixed Population,524,K2,0.658047
CLM,Admixed Population,524,K3,0.044994
CLM,Admixed Population,525,K1,0.294125
CLM,Admixed Population,525,K2,0.535467
CLM,Admixed Population,525,K3,0.170408
CLM,Admixed Population,526,K1,0.291972
CLM,Admixed Population,526,K2,0.691872
CLM,Admixed Population,526,K3,0.016156
CLM,Admixed Population,527,K1,0.2879
CLM,Admixed Population,527,K2,0.71209
CLM,Admixed Population,527,K3,1e-05
CLM,Admixed Population,528,K1,0.286626
CLM,Admixed Population,528,K2,0.713364
CLM,Admixed Population,528,K3,1e-05
CLM,Admixed Population,529,K1,0.286544
CLM,Admixed Population,529,K2,0.580369
CLM,Admixed Population,529,K3,0.133087
CLM,Admixed Population,530,K1,0.28625
CLM,Admixed Population,530,K2,0.71374
CLM,Admixed Population,530,K3,1e-05
CLM,Admixed Population,531,K1,0.283589
CLM,Admixed Population,531,K2,0.439552
CLM,Admixed Population,531,K3,0.276859
CLM,Admixed Population,532,K1,0.279038
CLM,Admixed Population,532,K2,0.610594
CLM,Admixed Population,532,K3,0.110368
CLM,Admixed Population,533,K1,0.277839
CLM,Admixed Population,533,K2,0.722151
CLM,Admixed Population,533,K3,1e-05
CLM,Admixed Population,534,K1,0.277768
CLM,Admixed Population,534,K2,0.586984
CLM,Admixed Population,534,K3,0.135248
CLM,Admixed Population,535,K1,0.276536
CLM,Admixed Population,535,K2,0.632084
CLM,Admixed Population,535,K3,0.09138
CLM,Admixed Population,536,K1,0.275144
CLM,Admixed Population,536,K2,0.617507
CLM,Admixed Population,536,K3,0.107349
CLM,Admixed Population,537,K1,0.271854
CLM,Admixed Population,537,K2,0.668496
CLM,Admixed Population,537,K3,0.05965
CLM,Admixed Population,538,K1,0.270341
CLM,Admixed Population,538,K2,0.700095
CLM,Admixed Population,538,K3,0.029564
CLM,Admixed Population,539,K1,0.267464
CLM,Admixed Population,539,K2,0.650662
CLM,Admixed Population,539,K3,0.081874
CLM,Admixed Population,540,K1,0.262906
CLM,Admixed Population,540,K2,0.660515
CLM,Admixed Population,540,K3,0.076579
CLM,Admixed Population,541,K1,0.262085
CLM,Admixed Population,541,K2,0.69163
CLM,Admixed Population,541,K3,0.046285
CLM,Admixed Population,542,K1,0.259595
CLM,Admixed Population,542,K2,0.605263
CLM,Admixed Population,542,K3,0.135142
CLM,Admixed Population,543,K1,0.259533
CLM,Admixed Population,543,K2,0.704018
CLM,Admixed Population,543,K3,0.036449
CLM,Admixed Population,544,K1,0.257611
CLM,Admixed Population,544,K2,0.586189
CLM,Admixed Population,544,K3,0.1562
CLM,Admixed Population,545,K1,0.256456
CLM,Admixed Population,545,K2,0.632675
CLM,Admixed Population,545,K3,0.110868
CLM,Admixed Population,546,K1,0.255193
CLM,Admixed Population,546,K2,0.642036
CLM,Admixed Population,546,K3,0.102772
CLM,Admixed Population,547,K1,0.254415
CLM,Admixed Population,547,K2,0.735829
CLM,Admixed Population,547,K3,0.009756
CLM,Admixed Population,548,K1,0.253417
CLM,Admixed Population,548,K2,0.680414
CLM,Admixed Population,548,K3,0.066168
CLM,Admixed Population,549,K1,0.252648
CLM,Admixed Population,549,K2,0.647341
CLM,Admixed Population,549,K3,0.10001
CLM,Admixed Population,550,K1,0.250736
CLM,Admixed Population,550,K2,0.68141
CLM,Admixed Population,550,K3,0.067854
CLM,Admixed Population,551,K1,0.250655
CLM,Admixed Population,551,K2,0.663495
CLM,Admixed Population,551,K3,0.08585
CLM,Admixed Population,552,K1,0.249854
CLM,Admixed Population,552,K2,0.750136
CLM,Admixed Population,552,K3,1e-05
CLM,Admixed Population,553,K1,0.249211
CLM,Admixed Population,553,K2,0.719559
CLM,Admixed Population,553,K3,0.031231
CLM,Admixed Population,554,K1,0.248341
CLM,Admixed Population,554,K2,0.751649
CLM,Admixed Population,554,K3,1e-05
CLM,Admixed Population,555,K1,0.239554
CLM,Admixed Population,555,K2,0.738634
CLM,Admixed Population,555,K3,0.021812
CLM,Admixed Population,556,K1,0.234091
CLM,Admixed Population,556,K2,0.70774
CLM,Admixed Population,556,K3,0.058169
CLM,Admixed Population,557,K1,0.232643
CLM,Admixed Population,557,K2,0.721783
CLM,Admixed Population,557,K3,0.045574
CLM,Admixed Population,558,K1,0.231547
CLM,Admixed Population,558,K2,0.749415
CLM,Admixed Population,558,K3,0.019037
CLM,Admixed Population,559,K1,0.23152
CLM,Admixed Population,559,K2,0.736679
CLM,Admixed Population,559,K3,0.031801
CLM,Admixed Population,560,K1,0.229568
CLM,Admixed Population,560,K2,0.392758
CLM,Admixed Population,560,K3,0.377674
CLM,Admixed Population,561,K1,0.227555
CLM,Admixed Population,561,K2,0.707435
CLM,Admixed Population,561,K3,0.06501
CLM,Admixed Population,562,K1,0.22526
CLM,Admixed Population,562,K2,0.739963
CLM,Admixed Population,562,K3,0.034777
CLM,Admixed Population,563,K1,0.225109
CLM,Admixed Population,563,K2,0.421964
CLM,Admixed Population,563,K3,0.352927
CLM,Admixed Population,564,K1,0.224333
CLM,Admixed Population,564,K2,0.610574
CLM,Admixed Population,564,K3,0.165093
CLM,Admixed Population,565,K1,0.22324
CLM,Admixed Population,565,K2,0.730427
CLM,Admixed Population,565,K3,0.046333
CLM,Admixed Population,566,K1,0.223184
CLM,Admixed Population,566,K2,0.664403
CLM,Admixed Population,566,K3,0.112413
CLM,Admixed Population,567,K1,0.222629
CLM,Admixed Population,567,K2,0.735772
CLM,Admixed Population,567,K3,0.041599
CLM,Admixed Population,568,K1,0.210238
CLM,Admixed Population,568,K2,0.725525
CLM,Admixed Population,568,K3,0.064237
CLM,Admixed Population,569,K1,0.207567
CLM,Admixed Population,569,K2,0.792423
CLM,Admixed Population,569,K3,1e-05
CLM,Admixed Population,570,K1,0.20323
CLM,Admixed Population,570,K2,0.79676
CLM,Admixed Population,570,K3,1e-05
CLM,Admixed Population,571,K1,0.201068
CLM,Admixed Population,571,K2,0.798922
CLM,Admixed Population,571,K3,1e-05
CLM,Admixed Population,572,K1,0.200738
CLM,Admixed Population,572,K2,0.798669
CLM,Admixed Population,572,K3,0.000594
CLM,Admixed Population,573,K1,0.198719
CLM,Admixed Population,573,K2,0.582758
CLM,Admixed Population,573,K3,0.218523
CLM,Admixed Population,574,K1,0.186819
CLM,Admixed Population,574,K2,0.805507
CLM,Admixed Population,574,K3,0.007673
CLM,Admixed Population,575,K1,0.1813
CLM,Admixed Population,575,K2,0.81869
CLM,Admixed Population,575,K3,1e-05
CLM,Admixed Population,576,K1,0.171154
CLM,Admixed Population,576,K2,0.828836
CLM,Admixed Population,576,K3,1e-05
CLM,Admixed Population,577,K1,0.167885
CLM,Admixed Population,577,K2,0.832105
CLM,Admixed Population,577,K3,1e-05
CLM,Admixed Population,578,K1,0.161114
CLM,Admixed Population,578,K2,0.838876
CLM,Admixed Population,578,K3,1e-05
CLM,Admixed Population,579,K1,0.155368
CLM,Admixed Population,579,K2,0.844622
CLM,Admixed Population,579,K3,1e-05
CLM,Admixed Population,580,K1,0.153858
CLM,Admixed Population,580,K2,0.846132
CLM,Admixed Population,580,K3,1e-05
CLM,Admixed Population,581,K1,0.152895
CLM,Admixed Population,581,K2,0.847095
CLM,Admixed Population,581,K3,1e-05
CLM,Admixed Population,582,K1,0.139588
CLM,Admixed Population,582,K2,0.711621
CLM,Admixed Population,582,K3,0.14879
CLM,Admixed Population,583,K1,0.13948
CLM,Admixed Population,583,K2,0.853194
CLM,Admixed Population,583,K3,0.007326
CLM,Admixed Population,584,K1,0.138493
CLM,Admixed Population,584,K2,0.815428
CLM,Admixed Population,584,K3,0.04608
CLM,Admixed Population,585,K1,0.123666
CLM,Admixed Population,585,K2,0.876324
CLM,Admixed Population,585,K3,1e-05
CLM,Admixed Population,586,K1,0.118934
CLM,Admixed Population,586,K2,0.873027
CLM,Admixed Population,586,K3,0.008039
CLM,Admixed Population,587,K1,0.114248
CLM,Admixed Population,587,K2,0.885742
CLM,Admixed Population,587,K3,1e-05
CLM,Admixed Population,588,K1,0.106582
CLM,Admixed Population,588,K2,0.822468
CLM,Admixed Population,588,K3,0.070951
CLM,Admixed Population,589,K1,0.072711
CLM,Admixed Population,589,K2,0.927279
CLM,Admixed Population,589,K3,1e-05
CLM,Admixed Population,590,K1,0.064092
CLM,Admixed Population,590,K2,0.935898
CLM,Admixed Population,590,K3,1e-05
CLM,Admixed Population,591,K1,0.045067
CLM,Admixed Population,591,K2,0.954923
CLM,Admixed Population,591,K3,1e-05
CLM,Admixed Population,592,K1,0.034545
CLM,Admixed Population,592,K2,0.965445
CLM,Admixed Population,592,K3,1e-05
MXL,Admixed Population,593,K1,0.99998
MXL,Admixed Population,593,K2,1e-05
MXL,Admixed Population,593,K3,1e-05
MXL,Admixed Population,594,K1,0.99998
MXL,Admixed Population,594,K2,1e-05
MXL,Admixed Population,594,K3,1e-05
MXL,Admixed Population,595,K1,0.999973
MXL,Admixed Population,595,K2,1.7e-05
MXL,Admixed Population,595,K3,1e-05
MXL,Admixed Population,596,K1,0.964031
MXL,Admixed Population,596,K2,0.035959
MXL,Admixed Population,596,K3,1e-05
MXL,Admixed Population,597,K1,0.959578
MXL,Admixed Population,597,K2,0.040412
MXL,Admixed Population,597,K3,1e-05
MXL,Admixed Population,598,K1,0.927376
MXL,Admixed Population,598,K2,0.072614
MXL,Admixed Population,598,K3,1e-05
MXL,Admixed Population,599,K1,0.778849
MXL,Admixed Population,599,K2,0.221141
MXL,Admixed Population,599,K3,1e-05
MXL,Admixed Population,600,K1,0.774114
MXL,Admixed Population,600,K2,0.225876
MXL,Admixed Population,600,K3,1e-05
MXL,Admixed Population,601,K1,0.758886
MXL,Admixed Population,601,K2,0.234831
MXL,Admixed Population,601,K3,0.006283
MXL,Admixed Population,602,K1,0.742007
MXL,Admixed Population,602,K2,0.257983
MXL,Admixed Population,602,K3,1e-05
MXL,Admixed Population,603,K1,0.692529
MXL,Admixed Population,603,K2,0.261842
MXL,Admixed Population,603,K3,0.045628
MXL,Admixed Population,604,K1,0.687384
MXL,Admixed Population,604,K2,0.289093
MXL,Admixed Population,604,K3,0.023523
MXL,Admixed Population,605,K1,0.680928
MXL,Admixed Population,605,K2,0.275771
MXL,Admixed Population,605,K3,0.043301
MXL,Admixed Population,606,K1,0.652168
MXL,Admixed Population,606,K2,0.301823
MXL,Admixed Population,606,K3,0.046009
MXL,Admixed Population,607,K1,0.639703
MXL,Admixed Population,607,K2,0.322062
MXL,Admixed Population,607,K3,0.038235
MXL,Admixed Population,608,K1,0.637406
MXL,Admixed Population,608,K2,0.345064
MXL,Admixed Population,608,K3,0.01753
MXL,Admixed Population,609,K1,0.620984
MXL,Admixed Population,609,K2,0.379006
MXL,Admixed Population,609,K3,1e-05
MXL,Admixed Population,610,K1,0.616992
MXL,Admixed Population,610,K2,0.336599
MXL,Admixed Population,610,K3,0.04641
MXL,Admixed Population,611,K1,0.613434
MXL,Admixed Population,611,K2,0.330618
MXL,Admixed Population,611,K3,0.055948
MXL,Admixed Population,612,K1,0.6047
MXL,Admixed Population,612,K2,0.351885
MXL,Admixed Population,612,K3,0.043415
MXL,Admixed Population,613,K1,0.604096
MXL,Admixed Population,613,K2,0.339082
MXL,Admixed Population,613,K3,0.056822
MXL,Admixed Population,614,K1,0.601686
MXL,Admixed Population,614,K2,0.343753
MXL,Admixed Population,614,K3,0.054561
MXL,Admixed Population,615,K1,0.590858
MXL,Admixed Population,615,K2,0.377944
MXL,Admixed Population,615,K3,0.031198
MXL,Admixed Population,616,K1,0.589898
MXL,Admixed Population,616,K2,0.377198
MXL,Admixed Population,616,K3,0.032904
MXL,Admixed Population,617,K1,0.588069
MXL,Admixed Population,617,K2,0.351749
MXL,Admixed Population,617,K3,0.060181
MXL,Admixed Population,618,K1,0.58629
MXL,Admixed Population,618,K2,0.370109
MXL,Admixed Population,618,K3,0.043601
MXL,Admixed Population,619,K1,0.579625
MXL,Admixed Population,619,K2,0.378226
MXL,Admixed Population,619,K3,0.042149
MXL,Admixed Population,620,K1,0.570383
MXL,Admixed Population,620,K2,0.383118
MXL,Admixed Population,620,K3,0.046499
MXL,Admixed Population,621,K1,0.567587
MXL,Admixed Population,621,K2,0.400088
MXL,Admixed Population,621,K3,0.032325
MXL,Admixed Population,622,K1,0.561008
MXL,Admixed Population,622,K2,0.392737
MXL,Admixed Population,622,K3,0.046255
MXL,Admixed Population,623,K1,0.547742
MXL,Admixed Population,623,K2,0.407039
MXL,Admixed Population,623,K3,0.045219
MXL,Admixed Population,624,K1,0.543845
MXL,Admixed Population,624,K2,0.400316
MXL,Admixed Population,624,K3,0.055839
MXL,Admixed Population,625,K1,0.534197
MXL,Admixed Population,625,K2,0.420936
MXL,Admixed Population,625,K3,0.044867
MXL,Admixed Population,626,K1,0.530909
MXL,Admixed Population,626,K2,0.450727
MXL,Admixed Population,626,K3,0.018364
MXL,Admixed Population,627,K1,0.517112
MXL,Admixed Population,627,K2,0.445914
MXL,Admixed Population,627,K3,0.036974
MXL,Admixed Population,628,K1,0.516044
MXL,Admixed Population,628,K2,0.452699
MXL,Admixed Population,628,K3,0.031257
MXL,Admixed Population,629,K1,0.515209
MXL,Admixed Population,629,K2,0.436161
MXL,Admixed Population,629,K3,0.04863
MXL,Admixed Population,630,K1,0.50602
MXL,Admixed Population,630,K2,0.453913
MXL,Admixed Population,630,K3,0.040067
MXL,Admixed Population,631,K1,0.494128
MXL,Admixed Population,631,K2,0.499191
MXL,Admixed Population,631,K3,0.006681
MXL,Admixed Population,632,K1,0.485875
MXL,Admixed Population,632,K2,0.457901
MXL,Admixed Population,632,K3,0.056224
MXL,Admixed Population,633,K1,0.482247
MXL,Admixed Population,633,K2,0.460489
MXL,Admixed Population,633,K3,0.057263
MXL,Admixed Population,634,K1,0.47957
MXL,Admixed Population,634,K2,0.498753
MXL,Admixed Population,634,K3,0.021676
MXL,Admixed Population,635,K1,0.478265
MXL,Admixed Population,635,K2,0.491899
MXL,Admixed Population,635,K3,0.029836
MXL,Admixed Population,636,K1,0.478196
MXL,Admixed Population,636,K2,0.439381
MXL,Admixed Population,636,K3,0.082424
MXL,Admixed Population,637,K1,0.47705
MXL,Admixed Population,637,K2,0.512867
MXL,Admixed Population,637,K3,0.010084
MXL,Admixed Population,638,K1,0.472855
MXL,Admixed Population,638,K2,0.484636
MXL,Admixed Population,638,K3,0.042509
MXL,Admixed Population,639,K1,0.471228
MXL,Admixed Population,639,K2,0.498845
MXL,Admixed Population,639,K3,0.029928
MXL,Admixed Population,640,K1,0.470913
MXL,Admixed Population,640,K2,0.486376
MXL,Admixed Population,640,K3,0.042711
MXL,Admixed Population,641,K1,0.470182
MXL,Admixed Population,641,K2,0.477868
MXL,Admixed Population,641,K3,0.05195
MXL,Admixed Population,642,K1,0.458743
MXL,Admixed Population,642,K2,0.524474
MXL,Admixed Population,642,K3,0.016783
MXL,Admixed Population,643,K1,0.454036
MXL,Admixed Population,643,K2,0.482293
MXL,Admixed Population,643,K3,0.063671
MXL,Admixed Population,644,K1,0.449646
MXL,Admixed Population,644,K2,0.504245
MXL,Admixed Population,644,K3,0.046109
MXL,Admixed Population,645,K1,0.446956
MXL,Admixed Population,645,K2,0.528805
MXL,Admixed Population,645,K3,0.024238
MXL,Admixed Population,646,K1,0.446499
MXL,Admixed Population,646,K2,0.459173
MXL,Admixed Population,646,K3,0.094328
MXL,Admixed Population,647,K1,0.442011
MXL,Admixed Population,647,K2,0.478578
MXL,Admixed Population,647,K3,0.079411
MXL,Admixed Population,648,K1,0.436222
MXL,Admixed Population,648,K2,0.500185
MXL,Admixed Population,648,K3,0.063594
MXL,Admixed Population,649,K1,0.430815
MXL,Admixed Population,649,K2,0.539453
MXL,Admixed Population,649,K3,0.029732
MXL,Admixed Population,650,K1,0.430022
MXL,Admixed Population,650,K2,0.521491
MXL,Admixed Population,650,K3,0.048487
MXL,Admixed Population,651,K1,0.427884
MXL,Admixed Population,651,K2,0.530039
MXL,Admixed Population,651,K3,0.042077
MXL,Admixed Population,652,K1,0.426146
MXL,Admixed Population,652,K2,0.542486
MXL,Admixed Population,652,K3,0.031368
MXL,Admixed Population,653,K1,0.415445
MXL,Admixed Population,653,K2,0.553163
MXL,Admixed Population,653,K3,0.031392
MXL,Admixed Population,654,K1,0.412701
MXL,Admixed Population,654,K2,0.534829
MXL,Admixed Population,654,K3,0.05247
MXL,Admixed Population,655,K1,0.411588
MXL,Admixed Population,655,K2,0.490422
MXL,Admixed Population,655,K3,0.09799
MXL,Admixed Population,656,K1,0.404978
MXL,Admixed Population,656,K2,0.549564
MXL,Admixed Population,656,K3,0.045458
MXL,Admixed Population,657,K1,0.383079
MXL,Admixed Population,657,K2,0.614957
MXL,Admixed Population,657,K3,0.001964
MXL,Admixed Population,658,K1,0.381191
MXL,Admixed Population,658,K2,0.599024
MXL,Admixed Population,658,K3,0.019785
MXL,Admixed Population,659,K1,0.374497
MXL,Admixed Population,659,K2,0.586207
MXL,Admixed Population,659,K3,0.039296
MXL,Admixed Population,660,K1,0.370039
MXL,Admixed Population,660,K2,0.607415
MXL,Admixed Population,660,K3,0.022546
MXL,Admixed Population,661,K1,0.341582
MXL,Admixed Population,661,K2,0.627282
MXL,Admixed Population,661,K3,0.031136
MXL,Admixed Population,662,K1,0.340053
MXL,Admixed Population,662,K2,0.636344
MXL,Admixed Population,662,K3,0.023603
MXL,Admixed Population,663,K1,0.331234
MXL,Admixed Population,663,K2,0.655011
MXL,Admixed Population,663,K3,0.013754
MXL,Admixed Population,664,K1,0.330676
MXL,Admixed Population,664,K2,0.658072
MXL,Admixed Population,664,K3,0.011252
MXL,Admixed Population,665,K1,0.324393
MXL,Admixed Population,665,K2,0.647076
MXL,Admixed Population,665,K3,0.028531
MXL,Admixed Population,666,K1,0.321887
MXL,Admixed Population,666,K2,0.642354
MXL,Admixed Population,666,K3,0.035758
MXL,Admixed Population,667,K1,0.310974
MXL,Admixed Population,667,K2,0.660909
MXL,Admixed Population,667,K3,0.028117
MXL,Admixed Population,668,K1,0.307767
MXL,Admixed Population,668,K2,0.668502
MXL,Admixed Population,668,K3,0.023732
MXL,Admixed Population,669,K1,0.303352
MXL,Admixed Population,669,K2,0.678238
MXL,Admixed Population,669,K3,0.01841
MXL,Admixed Population,670,K1,0.297968
MXL,Admixed Population,670,K2,0.702022
MXL,Admixed Population,670,K3,1e-05
MXL,Admixed Population,671,K1,0.289683
MXL,Admixed Population,671,K2,0.688734
MXL,Admixed Population,671,K3,0.021583
MXL,Admixed Population,672,K1,0.289456
MXL,Admixed Population,672,K2,0.685776
MXL,Admixed Population,672,K3,0.024768
MXL,Admixed Population,673,K1,0.270515
MXL,Admixed Population,673,K2,0.700902
MXL,Admixed Population,673,K3,0.028583
MXL,Admixed Population,674,K1,0.264998
MXL,Admixed Population,674,K2,0.688161
MXL,Admixed Population,674,K3,0.046842
MXL,Admixed Population,675,K1,0.231714
MXL,Admixed Population,675,K2,0.755744
MXL,Admixed Population,675,K3,0.012542
MXL,Admixed Population,676,K1,0.20669
MXL,Admixed Population,676,K2,0.782527
MXL,Admixed Population,676,K3,0.010783
MXL,Admixed Population,677,K1,0.203309
MXL,Admixed Population,677,K2,0.743782
MXL,Admixed Population,677,K3,0.052909
MXL,Admixed Population,678,K1,0.130982
MXL,Admixed Population,678,K2,0.869008
MXL,Admixed Population,678,K3,1e-05
MXL,Admixed Population,679,K1,0.128729
MXL,Admixed Population,679,K2,0.846305
MXL,Admixed Population,679,K3,0.024966
MXL,Admixed Population,680,K1,0.109852
MXL,Admixed Population,680,K2,0.869638
MXL,Admixed Population,680,K3,0.02051
MXL,Admixed Population,681,K1,0.061211
MXL,Admixed Population,681,K2,0.938779
MXL,Admixed Population,681,K3,1e-05
MXL,Admixed Population,682,K1,0.036458
MXL,Admixed Population,682,K2,0.963532
MXL,Admixed Population,682,K3,1e-05
PEL,Admixed Population,683,K1,0.99998
PEL,Admixed Population,683,K2,1e-05
PEL,Admixed Population,683,K3,1e-05
PEL,Admixed Population,684,K1,0.99998
PEL,Admixed Population,684,K2,1e-05
PEL,Admixed Population,684,K3,1e-05
PEL,Admixed Population,685,K1,0.99998
PEL,Admixed Population,685,K2,1e-05
PEL,Admixed Population,685,K3,1e-05
PEL,Admixed Population,686,K1,0.99998
PEL,Admixed Population,686,K2,1e-05
PEL,Admixed Population,686,K3,1e-05
PEL,Admixed Population,687,K1,0.99998
PEL,Admixed Population,687,K2,1e-05
PEL,Admixed Population,687,K3,1e-05
PEL,Admixed Population,688,K1,0.99998
PEL,Admixed Population,688,K2,1e-05
PEL,Admixed Population,688,K3,1e-05
PEL,Admixed Population,689,K1,0.99998
PEL,Admixed Population,689,K2,1e-05
PEL,Admixed Population,689,K3,1e-05
PEL,Admixed Population,690,K1,0.99998
PEL,Admixed Population,690,K2,1e-05
PEL,Admixed Population,690,K3,1e-05
PEL,Admixed Population,691,K1,0.999976
PEL,Admixed Population,691,K2,1.4e-05
PEL,Admixed Population,691,K3,1e-05
PEL,Admixed Population,692,K1,0.999974
PEL,Admixed Population,692,K2,1.6e-05
PEL,Admixed Population,692,K3,1e-05
PEL,Admixed Population,693,K1,0.999971
PEL,Admixed Population,693,K2,1.9e-05
PEL,Admixed Population,693,K3,1e-05
PEL,Admixed Population,694,K1,0.999971
PEL,Admixed Population,694,K2,1.9e-05
PEL,Admixed Population,694,K3,1e-05
PEL,Admixed Population,695,K1,0.999971
PEL,Admixed Population,695,K2,1.9e-05
PEL,Admixed Population,695,K3,1e-05
PEL,Admixed Population,696,K1,0.998805
PEL,Admixed Population,696,K2,0.001185
PEL,Admixed Population,696,K3,1e-05
PEL,Admixed Population,697,K1,0.994064
PEL,Admixed Population,697,K2,0.003474
PEL,Admixed Population,697,K3,0.002462
PEL,Admixed Population,698,K1,0.987874
PEL,Admixed Population,698,K2,0.012116
PEL,Admixed Population,698,K3,1e-05
PEL,Admixed Population,699,K1,0.98056
PEL,Admixed Population,699,K2,0.01943
PEL,Admixed Population,699,K3,1e-05
PEL,Admixed Population,700,K1,0.976077
PEL,Admixed Population,700,K2,0.023913
PEL,Admixed Population,700,K3,1e-05
PEL,Admixed Population,701,K1,0.956662
PEL,Admixed Population,701,K2,0.043328
PEL,Admixed Population,701,K3,1e-05
PEL,Admixed Population,702,K1,0.950924
PEL,Admixed Population,702,K2,0.049066
PEL,Admixed Population,702,K3,1e-05
PEL,Admixed Population,703,K1,0.949834
PEL,Admixed Population,703,K2,0.050156
PEL,Admixed Population,703,K3,1e-05
PEL,Admixed Population,704,K1,0.945221
PEL,Admixed Population,704,K2,0.054769
PEL,Admixed Population,704,K3,1e-05
PEL,Admixed Population,705,K1,0.944721
PEL,Admixed Population,705,K2,0.055269
PEL,Admixed Population,705,K3,1e-05
PEL,Admixed Population,706,K1,0.938397
PEL,Admixed Population,706,K2,0.061593
PEL,Admixed Population,706,K3,1e-05
PEL,Admixed Population,707,K1,0.932545
PEL,Admixed Population,707,K2,0.067445
PEL,Admixed Population,707,K3,1e-05
PEL,Admixed Population,708,K1,0.929992
PEL,Admixed Population,708,K2,0.069998
PEL,Admixed Population,708,K3,1e-05
PEL,Admixed Population,709,K1,0.92736
PEL,Admixed Population,709,K2,0.07263
PEL,Admixed Population,709,K3,1e-05
PEL,Admixed Population,710,K1,0.925968
PEL,Admixed Population,710,K2,0.074022
PEL,Admixed Population,710,K3,1e-05
PEL,Admixed Population,711,K1,0.919448
PEL,Admixed Population,711,K2,0.080542
PEL,Admixed Population,711,K3,1e-05
PEL,Admixed Population,712,K1,0.918734
PEL,Admixed Population,712,K2,0.081256
PEL,Admixed Population,712,K3,1e-05
PEL,Admixed Population,713,K1,0.912177
PEL,Admixed Population,713,K2,0.087813
PEL,Admixed Population,713,K3,1e-05
PEL,Admixed Population,714,K1,0.908188
PEL,Admixed Population,714,K2,0.091802
PEL,Admixed Population,714,K3,1e-05
PEL,Admixed Population,715,K1,0.90646
PEL,Admixed Population,715,K2,0.09353
PEL,Admixed Population,715,K3,1e-05
PEL,Admixed Population,716,K1,0.899378
PEL,Admixed Population,716,K2,0.100612
PEL,Admixed Population,716,K3,1e-05
PEL,Admixed Population,717,K1,0.896713
PEL,Admixed Population,717,K2,0.050537
PEL,Admixed Population,717,K3,0.052751
